variable,question,label,bank,section,touchpoint,subgroup,role,scale_max,include,n_terisi,ada_di_data,scale_type,pair_key
T_CS3_17,Teliti dalam memberikan layanan - XYZ,Teliti dalam memberikan layanan,XYZ,Service Experience,Customer Service,Kompetensi & Solusi,Atribut,6,1,1046,Ya,SATISFACTION,Customer Service|XYZ|telitidalammemberikanlayanan|0
T_CS2_6,Teliti dalam memberikan layanan,Teliti dalam memberikan layanan,XYZ,Service Experience,Customer Service,Kompetensi & Solusi,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|telitidalammemberikanlayanan|0
T_CS3_68,Terdapat informasi/signage terkait status transaksi CS - XYZ,Terdapat informasi/signage terkait status transaksi CS,XYZ,Service Experience,Customer Service,Kompetensi & Solusi,Atribut,6,1,1043,Ya,SATISFACTION,Customer Service|XYZ|terdapatinformasisignageterkaitstatustransaksics|0
T_CS2_23,Terdapat informasi/signage terkait status transaksi CS,Terdapat informasi/signage terkait status transaksi CS,XYZ,Service Experience,Customer Service,Kompetensi & Solusi,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|terdapatinformasisignageterkaitstatustransaksics|0
T_CS3_72,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap CUSTOMER SERVICE bank….. - kompetitor","Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap CUSTOMER SERVICE bank…..",Kompetitor,Service Experience,Customer Service,Overall,Overall,6,0,332,Ya,SATISFACTION,
T_CS3_71,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap CUSTOMER SERVICE bank….. - XYZ","Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap CUSTOMER SERVICE bank…..",XYZ,Service Experience,Customer Service,Overall,Overall,6,1,1046,Ya,SATISFACTION,
T_CS3_33,"CS memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll) - kompetitor","CS memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll)",Kompetitor,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,0,331,Ya,SATISFACTION,Customer Service|Kompetitor|csmemberikanedukasitentangpenggunaanechannelatmmobilebankingdll|0
T_CS3_24,CS memiliki kehandalan sistem komputer di meja CS (online) - kompetitor,CS memiliki kehandalan sistem komputer di meja CS (online),Kompetitor,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|csmemilikikehandalansistemkomputerdimejacsonline|0
T_CS3_30,CS memiliki pemahaman terhadap permintaan/permasalahan nasabah - kompetitor,CS memiliki pemahaman terhadap permintaan/permasalahan nasabah,Kompetitor,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|csmemilikipemahamanterhadappermintaanpermasalahannasabah|0
T_CS3_63,CSnya menawarkan bantuan lain ketika akan mengakhiri layanan - kompetitor,CSnya menawarkan bantuan lain ketika akan mengakhiri layanan,Kompetitor,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|csnyamenawarkanbantuanlainketikaakanmengakhirilayanan|0
T_CS3_57,CSnya mengucapkan terima kasih saat mengakhiri layanan - kompetitor,CSnya mengucapkan terima kasih saat mengakhiri layanan,Kompetitor,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|csnyamengucapkanterimakasihsaatmengakhirilayanan|0
T_CS3_6,Jumlah Customer Service yang melayani cukup pada saat jam sibuk (meja CS tidak ada yang kosong) - kompetitor,Jumlah Customer Service yang melayani cukup pada saat jam sibuk (meja CS tidak ada yang kosong),Kompetitor,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|jumlahcustomerserviceyangmelayanicukuppadasaatjamsibukmejacstidakadayangkosong|0
T_CS3_51,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah) - kompetitor.1,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah),Kompetitor,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,0,331,Ya,SATISFACTION,Customer Service|Kompetitor|memberikanpelayanandenganpendekatanpersonalmenyebutnamanasabah|0
T_CS3_66,Terdapat papan nama CS di area meja kerja CS - kompetitor,Terdapat papan nama CS di area meja kerja CS,Kompetitor,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|terdapatpapannamacsdiareamejakerjacs|0
T_CS3_42,Tidak mengobrol dengan rekan kerja - kompetitor,Tidak mengobrol dengan rekan kerja,Kompetitor,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|tidakmengobroldenganrekankerja|0
T_CS3_32,"CS memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll) - XYZ","CS memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll)",XYZ,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,1,1046,Ya,SATISFACTION,Customer Service|XYZ|csmemberikanedukasitentangpenggunaanechannelatmmobilebankingdll|0
T_CS2_11,"CS memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll)","CS memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll)",XYZ,Service Experience,Customer Service,Pelayanan Umum,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|csmemberikanedukasitentangpenggunaanechannelatmmobilebankingdll|0
T_CS3_23,CS memiliki kehandalan sistem komputer di meja CS (online) - XYZ,CS memiliki kehandalan sistem komputer di meja CS (online),XYZ,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,1,1044,Ya,SATISFACTION,Customer Service|XYZ|csmemilikikehandalansistemkomputerdimejacsonline|0
T_CS2_8,CS memiliki kehandalan sistem komputer di meja CS (online),CS memiliki kehandalan sistem komputer di meja CS (online),XYZ,Service Experience,Customer Service,Pelayanan Umum,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|csmemilikikehandalansistemkomputerdimejacsonline|0
T_CS3_29,CS memiliki pemahaman terhadap permintaan/permasalahan nasabah - XYZ,CS memiliki pemahaman terhadap permintaan/permasalahan nasabah,XYZ,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,1,1046,Ya,SATISFACTION,Customer Service|XYZ|csmemilikipemahamanterhadappermintaanpermasalahannasabah|0
T_CS2_10,CS memiliki pemahaman terhadap permintaan/permasalahan nasabah,CS memiliki pemahaman terhadap permintaan/permasalahan nasabah,XYZ,Service Experience,Customer Service,Pelayanan Umum,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|csmemilikipemahamanterhadappermintaanpermasalahannasabah|0
T_CS3_62,CSnya menawarkan bantuan lain ketika akan mengakhiri layanan - XYZ,CSnya menawarkan bantuan lain ketika akan mengakhiri layanan,XYZ,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,1,1046,Ya,SATISFACTION,Customer Service|XYZ|csnyamenawarkanbantuanlainketikaakanmengakhirilayanan|0
T_CS2_21,CSnya menawarkan bantuan lain ketika akan mengakhiri layanan,CSnya menawarkan bantuan lain ketika akan mengakhiri layanan,XYZ,Service Experience,Customer Service,Pelayanan Umum,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|csnyamenawarkanbantuanlainketikaakanmengakhirilayanan|0
T_CS3_56,CSnya mengucapkan terima kasih saat mengakhiri layanan - XYZ,CSnya mengucapkan terima kasih saat mengakhiri layanan,XYZ,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,1,1043,Ya,SATISFACTION,Customer Service|XYZ|csnyamengucapkanterimakasihsaatmengakhirilayanan|0
T_CS2_19,CSnya mengucapkan terima kasih saat mengakhiri layanan,CSnya mengucapkan terima kasih saat mengakhiri layanan,XYZ,Service Experience,Customer Service,Pelayanan Umum,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|csnyamengucapkanterimakasihsaatmengakhirilayanan|0
T_CS3_5,Jumlah Customer Service yang melayani cukup pada saat jam sibuk (meja CS tidak ada yang kosong) - XYZ,Jumlah Customer Service yang melayani cukup pada saat jam sibuk (meja CS tidak ada yang kosong),XYZ,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,1,1043,Ya,SATISFACTION,Customer Service|XYZ|jumlahcustomerserviceyangmelayanicukuppadasaatjamsibukmejacstidakadayangkosong|0
T_CS2_2,Jumlah Customer Service yang melayani cukup pada saat jam sibuk (meja CS tidak ada yang kosong),Jumlah Customer Service yang melayani cukup pada saat jam sibuk (meja CS tidak ada yang kosong),XYZ,Service Experience,Customer Service,Pelayanan Umum,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|jumlahcustomerserviceyangmelayanicukuppadasaatjamsibukmejacstidakadayangkosong|0
T_CS3_50,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah) - XYZ.1,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah),XYZ,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,1,1046,Ya,SATISFACTION,Customer Service|XYZ|memberikanpelayanandenganpendekatanpersonalmenyebutnamanasabah|0
T_CS2_17,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah).1,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah),XYZ,Service Experience,Customer Service,Pelayanan Umum,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|memberikanpelayanandenganpendekatanpersonalmenyebutnamanasabah|0
T_CS3_65,Terdapat papan nama CS di area meja kerja CS - XYZ,Terdapat papan nama CS di area meja kerja CS,XYZ,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,1,1044,Ya,SATISFACTION,Customer Service|XYZ|terdapatpapannamacsdiareamejakerjacs|0
T_CS2_22,Terdapat papan nama CS di area meja kerja CS,Terdapat papan nama CS di area meja kerja CS,XYZ,Service Experience,Customer Service,Pelayanan Umum,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|terdapatpapannamacsdiareamejakerjacs|0
T_CS3_41,Tidak mengobrol dengan rekan kerja - XYZ,Tidak mengobrol dengan rekan kerja,XYZ,Service Experience,Customer Service,Pelayanan Umum,Atribut,6,1,1045,Ya,SATISFACTION,Customer Service|XYZ|tidakmengobroldenganrekankerja|0
T_CS2_14,Tidak mengobrol dengan rekan kerja,Tidak mengobrol dengan rekan kerja,XYZ,Service Experience,Customer Service,Pelayanan Umum,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|tidakmengobroldenganrekankerja|0
T_CS3_45,CS berpenampilan rapi dan menarik - kompetitor,CS berpenampilan rapi dan menarik,Kompetitor,Service Experience,Customer Service,Penampilan,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|csberpenampilanrapidanmenarik|0
T_CS3_44,CS berpenampilan rapi dan menarik - XYZ,CS berpenampilan rapi dan menarik,XYZ,Service Experience,Customer Service,Penampilan,Atribut,6,1,1046,Ya,SATISFACTION,Customer Service|XYZ|csberpenampilanrapidanmenarik|0
T_CS2_15,CS berpenampilan rapi dan menarik,CS berpenampilan rapi dan menarik,XYZ,Service Experience,Customer Service,Penampilan,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|csberpenampilanrapidanmenarik|0
T_CS3_3,CS ramah selama melayani (tersenyum dan tidak jutek selama melayani) - kompetitor,CS ramah selama melayani (tersenyum dan tidak jutek selama melayani),Kompetitor,Service Experience,Customer Service,Sikap & Keramahan,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|csramahselamamelayanitersenyumdantidakjutekselamamelayani|0
T_CS3_54,CSnya mengucapkan salam saat menyambut dan mengakhiri layanan - kompetitor,CSnya mengucapkan salam saat menyambut dan mengakhiri layanan,Kompetitor,Service Experience,Customer Service,Sikap & Keramahan,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|csnyamengucapkansalamsaatmenyambutdanmengakhirilayanan|0
T_CS3_48,Menunjukkan keinginan untuk membantu nasabah - kompetitor,Menunjukkan keinginan untuk membantu nasabah,Kompetitor,Service Experience,Customer Service,Sikap & Keramahan,Atribut,6,0,332,Ya,SATISFACTION,Customer Service|Kompetitor|menunjukkankeinginanuntukmembantunasabah|0
T_CS3_2,CS ramah selama melayani (tersenyum dan tidak jutek selama melayani) - XYZ,CS ramah selama melayani (tersenyum dan tidak jutek selama melayani),XYZ,Service Experience,Customer Service,Sikap & Keramahan,Atribut,6,1,1043,Ya,SATISFACTION,Customer Service|XYZ|csramahselamamelayanitersenyumdantidakjutekselamamelayani|0
T_CS2_1,CS ramah selama melayani (tersenyum dan tidak jutek selama melayani),CS ramah selama melayani (tersenyum dan tidak jutek selama melayani),XYZ,Service Experience,Customer Service,Sikap & Keramahan,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|csramahselamamelayanitersenyumdantidakjutekselamamelayani|0
T_CS3_53,CSnya mengucapkan salam saat menyambut dan mengakhiri layanan - XYZ,CSnya mengucapkan salam saat menyambut dan mengakhiri layanan,XYZ,Service Experience,Customer Service,Sikap & Keramahan,Atribut,6,1,1046,Ya,SATISFACTION,Customer Service|XYZ|csnyamengucapkansalamsaatmenyambutdanmengakhirilayanan|0
T_CS2_18,CSnya mengucapkan salam saat menyambut dan mengakhiri layanan,CSnya mengucapkan salam saat menyambut dan mengakhiri layanan,XYZ,Service Experience,Customer Service,Sikap & Keramahan,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|csnyamengucapkansalamsaatmenyambutdanmengakhirilayanan|0
T_CS3_47,Menunjukkan keinginan untuk membantu nasabah - XYZ,Menunjukkan keinginan untuk membantu nasabah,XYZ,Service Experience,Customer Service,Sikap & Keramahan,Atribut,6,1,1046,Ya,SATISFACTION,Customer Service|XYZ|menunjukkankeinginanuntukmembantunasabah|0
T_CS2_16,Menunjukkan keinginan untuk membantu nasabah,Menunjukkan keinginan untuk membantu nasabah,XYZ,Service Experience,Customer Service,Sikap & Keramahan,Importance,6,1,1046,Ya,IMPORTANCE,Customer Service|XYZ|menunjukkankeinginanuntukmembantunasabah|0
T_TL3_9,Layanan yang diberikan teller cepat - kompetitor,Layanan yang diberikan teller cepat,Kompetitor,Service Experience,Teller,Kecepatan & Ketanggapan,Atribut,6,0,347,Ya,SATISFACTION,Teller|Kompetitor|layananyangdiberikantellercepat|0
T_TL3_6,Sistem antrian yang dilengkapi dengan nomor antrian - kompetitor,Sistem antrian yang dilengkapi dengan nomor antrian,Kompetitor,Service Experience,Teller,Kecepatan & Ketanggapan,Atribut,6,0,347,Ya,SATISFACTION,Teller|Kompetitor|sistemantrianyangdilengkapidengannomorantrian|0
T_TL3_3,Waktu antrian di Teller cepat - kompetitor,Waktu antrian di Teller cepat,Kompetitor,Service Experience,Teller,Kecepatan & Ketanggapan,Atribut,6,0,347,Ya,SATISFACTION,Teller|Kompetitor|waktuantrianditellercepat|0
T_TL3_8,Layanan yang diberikan teller cepat - XYZ,Layanan yang diberikan teller cepat,XYZ,Service Experience,Teller,Kecepatan & Ketanggapan,Atribut,6,1,1066,Ya,SATISFACTION,Teller|XYZ|layananyangdiberikantellercepat|0
T_TL2_3,Layanan yang diberikan teller cepat,Layanan yang diberikan teller cepat,XYZ,Service Experience,Teller,Kecepatan & Ketanggapan,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|layananyangdiberikantellercepat|0
T_TL3_5,Sistem antrian yang dilengkapi dengan nomor antrian - XYZ,Sistem antrian yang dilengkapi dengan nomor antrian,XYZ,Service Experience,Teller,Kecepatan & Ketanggapan,Atribut,6,1,1068,Ya,SATISFACTION,Teller|XYZ|sistemantrianyangdilengkapidengannomorantrian|0
T_TL2_2,Sistem antrian yang dilengkapi dengan nomor antrian,Sistem antrian yang dilengkapi dengan nomor antrian,XYZ,Service Experience,Teller,Kecepatan & Ketanggapan,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|sistemantrianyangdilengkapidengannomorantrian|0
T_TL3_2,Waktu antrian di Teller cepat - XYZ,Waktu antrian di Teller cepat,XYZ,Service Experience,Teller,Kecepatan & Ketanggapan,Atribut,6,1,1068,Ya,SATISFACTION,Teller|XYZ|waktuantrianditellercepat|0
T_TL2_1,Waktu antrian di Teller cepat,Waktu antrian di Teller cepat,XYZ,Service Experience,Teller,Kecepatan & Ketanggapan,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|waktuantrianditellercepat|0
T_TL3_18,Akurat dalam melakukan transaksi (Tidak salah dalam melakukan transaksi) - kompetitor,Akurat dalam melakukan transaksi (Tidak salah dalam melakukan transaksi),Kompetitor,Service Experience,Teller,Kompetensi & Solusi,Atribut,6,0,348,Ya,SATISFACTION,Teller|Kompetitor|akuratdalammelakukantransaksitidaksalahdalammelakukantransaksi|0
T_TL3_24,Teller memiliki pengetahuan yang memadai - kompetitor,Teller memiliki pengetahuan yang memadai,Kompetitor,Service Experience,Teller,Kompetensi & Solusi,Atribut,6,0,348,Ya,SATISFACTION,Teller|Kompetitor|tellermemilikipengetahuanyangmemadai|0
T_TL3_57,Terdapat informasi/signage transaksi di meja kerja teller - kompetitor,Terdapat informasi/signage transaksi di meja kerja teller,Kompetitor,Service Experience,Teller,Kompetensi & Solusi,Atribut,6,0,344,Ya,SATISFACTION,Teller|Kompetitor|terdapatinformasisignagetransaksidimejakerjateller|0
T_TL3_17,Akurat dalam melakukan transaksi (Tidak salah dalam melakukan transaksi) - XYZ,Akurat dalam melakukan transaksi (Tidak salah dalam melakukan transaksi),XYZ,Service Experience,Teller,Kompetensi & Solusi,Atribut,6,1,1068,Ya,SATISFACTION,Teller|XYZ|akuratdalammelakukantransaksitidaksalahdalammelakukantransaksi|0
T_TL2_6,Akurat dalam melakukan transaksi (Tidak salah dalam melakukan transaksi),Akurat dalam melakukan transaksi (Tidak salah dalam melakukan transaksi),XYZ,Service Experience,Teller,Kompetensi & Solusi,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|akuratdalammelakukantransaksitidaksalahdalammelakukantransaksi|0
T_TL3_23,Teller memiliki pengetahuan yang memadai - XYZ,Teller memiliki pengetahuan yang memadai,XYZ,Service Experience,Teller,Kompetensi & Solusi,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|tellermemilikipengetahuanyangmemadai|0
T_TL2_8,Teller memiliki pengetahuan yang memadai,Teller memiliki pengetahuan yang memadai,XYZ,Service Experience,Teller,Kompetensi & Solusi,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|tellermemilikipengetahuanyangmemadai|0
T_TL3_56,Terdapat informasi/signage transaksi di meja kerja teller - XYZ,Terdapat informasi/signage transaksi di meja kerja teller,XYZ,Service Experience,Teller,Kompetensi & Solusi,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|terdapatinformasisignagetransaksidimejakerjateller|0
T_TL2_19,Terdapat informasi/signage transaksi di meja kerja teller,Terdapat informasi/signage transaksi di meja kerja teller,XYZ,Service Experience,Teller,Kompetensi & Solusi,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|terdapatinformasisignagetransaksidimejakerjateller|0
T_TL3_60,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap TELLER bank…? - kompetitor","Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap TELLER bank…?",Kompetitor,Service Experience,Teller,Overall,Overall,6,0,347,Ya,SATISFACTION,
T_TL3_59,"Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap TELLER bank…? - XYZ","Dengan mempertimbangkan berbagai hal, bagaimana penilaian keseluruhan terhadap TELLER bank…?",XYZ,Service Experience,Teller,Overall,Overall,6,1,1069,Ya,SATISFACTION,
T_TL3_12,Jumlah teller di kantor cabang mencukupi pada saat jam sibuk (meja teller tidak ada yang kosong) - kompetitor,Jumlah teller di kantor cabang mencukupi pada saat jam sibuk (meja teller tidak ada yang kosong),Kompetitor,Service Experience,Teller,Pelayanan Umum,Atribut,6,0,348,Ya,SATISFACTION,Teller|Kompetitor|jumlahtellerdikantorcabangmencukupipadasaatjamsibukmejatellertidakadayangkosong|0
T_TL3_21,Kehandalan sistem komputer untuk Teller (online) - kompetitor,Kehandalan sistem komputer untuk Teller (online),Kompetitor,Service Experience,Teller,Pelayanan Umum,Atribut,6,0,346,Ya,SATISFACTION,Teller|Kompetitor|kehandalansistemkomputeruntuktelleronline|0
T_TL3_45,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah) - kompetitor,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah),Kompetitor,Service Experience,Teller,Pelayanan Umum,Atribut,6,0,347,Ya,SATISFACTION,Teller|Kompetitor|memberikanpelayanandenganpendekatanpersonalmenyebutnamanasabah|0
T_TL3_27,"Teller memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll) - kompetitor","Teller memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll)",Kompetitor,Service Experience,Teller,Pelayanan Umum,Atribut,6,0,346,Ya,SATISFACTION,Teller|Kompetitor|tellermemberikanedukasitentangpenggunaanechannelatmmobilebankingdll|0
T_TL3_42,Teller memperkenalkan diri/menyebut namanya saat menyambut nasabah - kompetitor,Teller memperkenalkan diri/menyebut namanya saat menyambut nasabah,Kompetitor,Service Experience,Teller,Pelayanan Umum,Atribut,6,0,348,Ya,SATISFACTION,Teller|Kompetitor|tellermemperkenalkandirimenyebutnamanyasaatmenyambutnasabah|0
T_TL3_48,Tellernya selalu melakukan validas setelah selesai transaksi di Teller - kompetitor,Tellernya selalu melakukan validas setelah selesai transaksi di Teller,Kompetitor,Service Experience,Teller,Pelayanan Umum,Atribut,6,0,348,Ya,SATISFACTION,Teller|Kompetitor|tellernyaselalumelakukanvalidassetelahselesaitransaksiditeller|0
T_TL3_36,Tellernya tidak mengobrol dengan rekannya / petugas bank lain - kompetitor,Tellernya tidak mengobrol dengan rekannya / petugas bank lain,Kompetitor,Service Experience,Teller,Pelayanan Umum,Atribut,6,0,347,Ya,SATISFACTION,Teller|Kompetitor|tellernyatidakmengobroldenganrekannyapetugasbanklain|0
T_TL3_54,Terdapat papan nama Teller di area meja kerja Teller - kompetitor,Terdapat papan nama Teller di area meja kerja Teller,Kompetitor,Service Experience,Teller,Pelayanan Umum,Atribut,6,0,347,Ya,SATISFACTION,Teller|Kompetitor|terdapatpapannamatellerdiareamejakerjateller|0
T_TL3_11,Jumlah teller di kantor cabang mencukupi pada saat jam sibuk (meja teller tidak ada yang kosong) - XYZ,Jumlah teller di kantor cabang mencukupi pada saat jam sibuk (meja teller tidak ada yang kosong),XYZ,Service Experience,Teller,Pelayanan Umum,Atribut,6,1,1068,Ya,SATISFACTION,Teller|XYZ|jumlahtellerdikantorcabangmencukupipadasaatjamsibukmejatellertidakadayangkosong|0
T_TL2_4,Jumlah teller di kantor cabang mencukupi pada saat jam sibuk (meja teller tidak ada yang kosong),Jumlah teller di kantor cabang mencukupi pada saat jam sibuk (meja teller tidak ada yang kosong),XYZ,Service Experience,Teller,Pelayanan Umum,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|jumlahtellerdikantorcabangmencukupipadasaatjamsibukmejatellertidakadayangkosong|0
T_TL3_20,Kehandalan sistem komputer untuk Teller (online) - XYZ,Kehandalan sistem komputer untuk Teller (online),XYZ,Service Experience,Teller,Pelayanan Umum,Atribut,6,1,1068,Ya,SATISFACTION,Teller|XYZ|kehandalansistemkomputeruntuktelleronline|0
T_TL2_7,Kehandalan sistem komputer untuk Teller (online),Kehandalan sistem komputer untuk Teller (online),XYZ,Service Experience,Teller,Pelayanan Umum,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|kehandalansistemkomputeruntuktelleronline|0
T_TL3_44,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah) - XYZ,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah),XYZ,Service Experience,Teller,Pelayanan Umum,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|memberikanpelayanandenganpendekatanpersonalmenyebutnamanasabah|0
T_TL2_15,Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah),Memberikan pelayanan dengan pendekatan personal (menyebut nama nasabah),XYZ,Service Experience,Teller,Pelayanan Umum,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|memberikanpelayanandenganpendekatanpersonalmenyebutnamanasabah|0
T_TL3_26,"Teller memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll) - XYZ","Teller memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll)",XYZ,Service Experience,Teller,Pelayanan Umum,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|tellermemberikanedukasitentangpenggunaanechannelatmmobilebankingdll|0
T_TL2_9,"Teller memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll)","Teller memberikan edukasi tentang penggunaan e-channel (ATM, Mobile Banking, dll)",XYZ,Service Experience,Teller,Pelayanan Umum,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|tellermemberikanedukasitentangpenggunaanechannelatmmobilebankingdll|0
T_TL3_41,Teller memperkenalkan diri/menyebut namanya saat menyambut nasabah - XYZ,Teller memperkenalkan diri/menyebut namanya saat menyambut nasabah,XYZ,Service Experience,Teller,Pelayanan Umum,Atribut,6,1,1068,Ya,SATISFACTION,Teller|XYZ|tellermemperkenalkandirimenyebutnamanyasaatmenyambutnasabah|0
T_TL2_14,Teller memperkenalkan diri/menyebut namanya saat menyambut nasabah,Teller memperkenalkan diri/menyebut namanya saat menyambut nasabah,XYZ,Service Experience,Teller,Pelayanan Umum,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|tellermemperkenalkandirimenyebutnamanyasaatmenyambutnasabah|0
T_TL3_47,Tellernya selalu melakukan validas setelah selesai transaksi di Teller - XYZ,Tellernya selalu melakukan validas setelah selesai transaksi di Teller,XYZ,Service Experience,Teller,Pelayanan Umum,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|tellernyaselalumelakukanvalidassetelahselesaitransaksiditeller|0
T_TL2_16,Tellernya selalu melakukan validas setelah selesai transaksi di Teller,Tellernya selalu melakukan validas setelah selesai transaksi di Teller,XYZ,Service Experience,Teller,Pelayanan Umum,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|tellernyaselalumelakukanvalidassetelahselesaitransaksiditeller|0
T_TL3_35,Tellernya tidak mengobrol dengan rekannya / petugas bank lain - XYZ,Tellernya tidak mengobrol dengan rekannya / petugas bank lain,XYZ,Service Experience,Teller,Pelayanan Umum,Atribut,6,1,1069,Ya,SATISFACTION,Teller|XYZ|tellernyatidakmengobroldenganrekannyapetugasbanklain|0
T_TL2_12,Tellernya tidak mengobrol dengan rekannya / petugas bank lain,Tellernya tidak mengobrol dengan rekannya / petugas bank lain,XYZ,Service Experience,Teller,Pelayanan Umum,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|tellernyatidakmengobroldenganrekannyapetugasbanklain|0
T_TL3_53,Terdapat papan nama Teller di area meja kerja Teller - XYZ,Terdapat papan nama Teller di area meja kerja Teller,XYZ,Service Experience,Teller,Pelayanan Umum,Atribut,6,1,1068,Ya,SATISFACTION,Teller|XYZ|terdapatpapannamatellerdiareamejakerjateller|0
T_TL2_18,Terdapat papan nama Teller di area meja kerja Teller,Terdapat papan nama Teller di area meja kerja Teller,XYZ,Service Experience,Teller,Pelayanan Umum,Importance,6,1,1069,Ya,IMPORTANCE,Teller|XYZ|terdapatpapannamatellerdiareamejakerjateller|0
